experiment,n_qubits,depth,entanglement_density,trial,seed,gate_count,entanglement_entropy,normalized_entropy,original_size,optimized_size,reduction,fidelity,success,runtime_seconds,optimizer_version
2,6,20,0.0,66,108,120,1.02509648122077e-14,4.10038592488308e-15,120,120,0.0,0.9999999999999873,False,0.007622957229614258,3.0.0
2,6,20,0.0,67,109,120,7.848394934346527e-15,3.1393579737386108e-15,120,120,0.0,0.9999999999999873,False,0.003499269485473633,3.0.0
2,6,20,0.0,68,110,120,1.0731478787779933e-14,4.2925915151119736e-15,120,120,0.0,0.9999999999999838,False,0.009957313537597656,3.0.0
2,6,20,0.0,69,111,120,7.367880958774292e-15,2.947152383509717e-15,120,120,0.0,0.9999999999999899,False,0.00416874885559082,3.0.0
2,6,20,0.0,70,112,120,1.0411136137398445e-14,4.164454454959378e-15,120,120,0.0,0.999999999999986,False,0.009210586547851562,3.0.0
2,6,20,0.0,71,113,120,6.567024332820567e-15,2.6268097331282266e-15,120,120,0.0,0.9999999999999899,False,0.012797117233276367,3.0.0
2,6,20,0.0,72,114,120,9.129765535872487e-15,3.651906214348995e-15,120,120,0.0,0.9999999999999891,False,0.006525754928588867,3.0.0
2,6,20,0.0,73,115,120,1.0731478787779933e-14,4.2925915151119736e-15,120,120,0.0,0.9999999999999858,False,0.006720304489135742,3.0.0
2,6,20,0.0,74,116,120,9.61027951144472e-15,3.844111804577888e-15,120,120,0.0,0.9999999999999873,False,0.0045125484466552734,3.0.0
2,6,20,0.0,75,117,120,8.489080235109506e-15,3.3956320940438023e-15,120,120,0.0,0.9999999999999873,False,0.00652766227722168,3.0.0
2,6,20,0.0,76,118,120,1.1692506738924403e-14,4.677002695569761e-15,120,120,0.0,0.9999999999999838,False,0.003538846969604492,3.0.0
2,6,20,0.0,77,119,120,9.129765535872487e-15,3.651906214348995e-15,120,120,0.0,0.9999999999999873,False,0.007517814636230469,3.0.0
2,6,20,0.0,78,120,120,8.649251560300252e-15,3.4597006241201007e-15,120,120,0.0,0.9999999999999882,False,0.0050013065338134766,3.0.0
2,6,20,0.0,79,121,120,1.2012849389305891e-14,4.805139755722357e-15,120,120,0.0,0.999999999999984,False,0.0040035247802734375,3.0.0
2,6,20,0.0,80,122,120,1.1852678064115147e-14,4.741071225646059e-15,120,120,0.0,0.999999999999986,False,0.004555702209472656,3.0.0
2,6,20,0.0,81,123,120,1.1372164088542912e-14,4.548865635417165e-15,120,120,0.0,0.9999999999999842,False,0.00458073616027832,3.0.0
2,6,20,0.0,82,124,120,1.02509648122077e-14,4.10038592488308e-15,120,120,0.0,0.999999999999986,False,0.003064393997192383,3.0.0
2,6,20,0.0,83,125,120,1.02509648122077e-14,4.10038592488308e-15,120,120,0.0,0.9999999999999865,False,0.003047943115234375,3.0.0
2,6,20,0.0,84,126,120,8.809422885490996e-15,3.5237691541963987e-15,120,120,0.0,0.9999999999999882,False,0.006021022796630859,3.0.0
2,6,20,0.0,85,127,120,7.207709633583546e-15,2.8830838534334185e-15,120,120,0.0,0.9999999999999895,False,0.008336305618286133,3.0.0
2,6,20,0.0,86,128,120,9.61027951144472e-15,3.844111804577888e-15,120,120,0.0,0.9999999999999873,False,0.004555940628051758,3.0.0
2,6,20,0.0,87,129,120,1.0411136137398445e-14,4.164454454959378e-15,120,120,0.0,0.9999999999999873,False,0.006250619888305664,3.0.0
2,6,20,0.0,88,130,120,1.3134048665641102e-14,5.2536194662564405e-15,120,120,0.0,0.9999999999999827,False,0.005785703659057617,3.0.0
2,6,20,0.0,89,131,120,8.168737584728017e-15,3.2674950338912067e-15,120,120,0.0,0.9999999999999878,False,0.00830078125,3.0.0
2,6,20,0.0,90,132,120,7.848394934346527e-15,3.1393579737386108e-15,120,120,0.0,0.9999999999999876,False,0.010056018829345703,3.0.0
2,6,20,0.0,91,133,120,8.008566259537273e-15,3.203426503814909e-15,120,120,0.0,0.9999999999999891,False,0.00719904899597168,3.0.0
2,6,20,0.0,92,134,120,9.450108186253977e-15,3.7800432745015906e-15,120,120,0.0,0.9999999999999865,False,0.0058596134185791016,3.0.0
2,6,20,0.0,93,135,120,8.809422885490996e-15,3.5237691541963987e-15,120,120,0.0,0.9999999999999865,False,0.004227638244628906,3.0.0
2,6,20,0.0,94,136,120,7.047538308392801e-15,2.8190153233571205e-15,120,120,0.0,0.9999999999999887,False,0.004517793655395508,3.0.0
2,6,20,0.0,95,137,120,9.289936861063231e-15,3.715974744425292e-15,120,120,0.0,0.9999999999999876,False,0.00702977180480957,3.0.0
2,6,20,0.0,96,138,120,1.0411136137398445e-14,4.164454454959378e-15,120,120,0.0,0.9999999999999858,False,0.0050771236419677734,3.0.0
2,6,20,0.0,97,139,120,1.0411136137398445e-14,4.164454454959378e-15,120,120,0.0,0.9999999999999865,False,0.003565549850463867,3.0.0
2,6,20,0.0,98,140,120,7.367880958774292e-15,2.947152383509717e-15,120,120,0.0,0.999999999999991,False,0.004589080810546875,3.0.0
2,6,20,0.0,99,141,120,8.649251560300252e-15,3.4597006241201007e-15,120,120,0.0,0.9999999999999867,False,0.01048588752746582,3.0.0
2,6,20,0.05,0,42,120,0.29671641774275875,0.1186865670971035,120,120,0.0,0.9999999999999869,False,0.007934331893920898,3.0.0
2,6,20,0.05,1,43,120,9.129765535872487e-15,3.651906214348995e-15,120,120,0.0,0.999999999999986,False,0.005549907684326172,3.0.0
